paragraph,label
2. 依照行動方案持續推動供應鏈朝向低碳製造前進，與供應鏈夥伴齊力合作，共同努力尋找一切可行方案與合作開發有效節能技術,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
3. 2021 年導入 ISO 50001 能源管理系統，接軌國際標準並更有效提高能源效率，強化企業韌性及永續發展,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
環 )，以期有效掌握供應商生產與出貨狀況，同時也要求供應商制訂完整緊急應變計畫，如遇自然災害立即通報聯發科技，共同努力將可能損害降至最低並儘速恢復生產,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
1. 產 品 耗 能 精 進： 針 對 主 要 產 品， 從 2021 年 對 比 2020 年 降 低23% 的能耗比率,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
"2. 晶片微小化設計：主要產品從 2021 年對比 2020 年達成 23% 體積減少，換算可減少 81,070 公斤的廢棄物","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
3. 依據目前現有製程技術能力與資源，已與供應鏈共同制訂每年可降低 2% 的溫室氣體排放量為目標，並偕同供應鏈一同響應巴黎氣候協定將氣溫升幅控制在 2 度 C 以內的終極目標，期望能在2035 年至少減少 45% 的溫室氣體排放量,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
4. 公司重要區域營運不能中斷，包含 IT 資料中心、研發實驗室；一般辦公環境需於年度電力歲修後工作日前一天完成復原，不能影響人員正常作業。最新之晶片設計高速運算資料中心更有雙饋電力供電，於年度電力歲修時能夠持續運轉,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
若電力供給中斷，將導致所有設備，包含最重要用以支援研發設計之IT 資料中心無法運轉,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
除積極鑑別氣候相關風險與持續控管之外，我們致力於推行綠色環保及節能減碳的行動，尋找任何可能的氣候變遷因應與調適之道。聯發科技持續在各辦公室實施節能減碳措施，在 2017 年至 2021 年之節電比例，達到 10.1%~14.8%，並設定 2022 年節電目標為 17.8%,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
我們是一家全球無晶圓廠半導體公司，主要專注於 IC 設計上，至於晶圓製造、封裝、測試等生產作業，皆委託由外部廠商協助執行，故聯發科技著重於落實綠色產品設計、外包廠商綠色採購與管理、以及減少資源、能源浪費與保障員工安全衛生。這不僅為聯發科技企業永續發展策略，更是因應日後國際競爭之重要資產之一,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
遵循政府頒定之環保與安衛法規及其他要求，並2021 年本公司無違反環安規定經響應國際綠色環保與零災害運動,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
並強化綠色採購與綠色管理，使產品服務與外包本 公 司 產 品 均 符 合 ROHS 及廠商皆能符合國際綠色潮流之趨勢，達成環境保WEEE 等規定，未使用禁用物質,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
2021 年新進同仁之環境與安全訓使其認同地球環保與珍惜自然資源，並確保勞工練，完訓率 100%,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
安全健康、預防疾病與工作場所之危害,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
年新導入之 ISO 50001，以提升管理績效,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]"
「承攬商環安衛管理程序」要求承攬商遵守，使內外成員都能充分了解環安衛政策，確保環安衛管理系統持續運作之適切性與有效性,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
系統及外部委外查證，與國際最新管理系統同步,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
聯發科技通過 ISO 14001 環境管理系統，依照 PDCA 管理循環，以系統性的管理方法，保持環境保護目標與執行策略之一致性，並建立污染預防與改善機制，使聯發科技在環境保護上發揮更大的影響力,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
過 ISO 45001 職業安全衛生管理系統，透過系統性的管理，確保提供員工健康與安全之工作環境,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
裝 置 容 量 146.4kW,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
制，成功轉型為新一代高密閉照明與空調以減少能源浪科第一個非公營機構，連結技術研發的強力後盾,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
度節能資料中心，成為支持費、偵測會議室使用狀態以台電電網之屋頂型太陽能電技術研發的強力後盾,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
達到會議室使用最佳化,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
傳 統 式 機 房 的 PUE 為 1.6，2017 年 完 成 第 一 階 段 之 改 良， 改 良 後 之 新 一 代 IT  機 房 PUE 為 1.37,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
2018~2021 年再進一步改善降低空調用電後，PUE 下降至 1.36，較傳統式機房提升 15% 使用效率，已達綠色建築認證標準 (LEED) 的黃金等級,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
"總節電效益達到 2,030 萬度電聯發科技專注於研發創新技術，對於資訊運算的質與量之需求持續攀升。考量資料中心環境會影響資訊運算效率、高速運算時會消耗大量的能源，因此聯發科技長期致力於提升資料中心效能","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
新式節能資料中心於 2021 年為 PUE 1.36,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
調校新設辦公室之設備達到最佳化運轉節能模式,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
持續優化第二座節能資料中心，PUE 於 2021 年已達到 1.35,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0]"
於 2019 年開始運轉，PUE 在 2021 已精進至 1.33,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
持續兼顧企業發展與節能減碳、建立跨 site 最佳管理實務分享平台，使全球各辦公室最佳節能資源做法能夠交流分享,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
整體企業資料中心用電，三年內節電 4%,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
持續評估新節能技術資料中心之建置，如浸潤式制冷技術 (Immersion Cooling)，以及汰換傳統式耗能機房,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
全球各辦公室依據最佳節能改善實務分享案例，持續執行節能改善,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
分別於 2017 / 2019 年落成之第二座 /  第三座資料中心，除了延續第一座資料中心的學習經驗，另考慮了IT 人員長時間於資料中心的作業特性，擬定靈活的、模組化、分區、虛擬化設計原則，兼顧資料保護、環境關懷、職場友善，達成下列 5 大資料中心功能,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
"每年節電效益達 2,030 萬度電力，節省年電費約新台幣 6,090 萬元","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0]"
"三座高密度節能資料中心，滿載規模下相較傳統機房，每年可分別節省 176 萬度（6,336 十億焦耳）、434萬度（15,624 十億焦耳）、1,420 萬度（51,120 十億焦耳），估計總節電效益達到 2,030 萬度電力（73,080十億焦耳）。總減少的碳排放量相當於約 26 座大安森林公園之 1 年碳吸存量","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
利用總部Ｅ棟屋頂閒置空間，建置太陽能電廠，響應政府綠能政策，也為氣候相關風險對營運之衝擊提前做因應調適，是竹科第一座非公營機構連結台電電網之屋頂型太陽能電廠,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
"（444,568 十億焦耳）相較，佔比約 0.2%，每年減碳量達 97 公噸 CO2e。第二座太陽能電廠亦規劃於 2022 年進行建置評估","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
閉，並更新使用狀態，達到會議室資源使用最佳化,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
聯發科技共有百間以上會議室，而每天每間會議室就可節省約 3 度電、每年每間可節省 564 度電（２十億焦耳）,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
"在 2021 年總共使用 123,491 千度電力，用電量相較於前一年成長 21%，主要原因為員工人數增加，以及 IT 資料中心之持續擴充","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
14.8%( 達成 2020 設定之目標 14.2%)，同時積極設定 2022 年之節電目標為 17.8%。以下說明節能改善分別在機房（詳見效率提升 - 高密度節能資料中心）、辦公區域空調、照明、設備改善與系統管理電價進行的管理措施,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
"聯發科技利用 WRI Aqueduct 工具確認，臺灣地區據點未位於高水資源壓力地區，辦公室取水來自各區自來水廠供水，2021 年總共取用 381,812 公噸（約 382 百萬公升）水量，其取水量相較於前一年減少 6%，主要原因為受 COVID-19 疫情影響，2021 / 5~8 月份居家辦公，因此減少用水量。我們持續進行水資源項目改善計畫，2021 年間，平均節水比例達 4.9%( 達成 2020 年設定之節水目標 4%)， ","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
"要為生活汙水，依各區納管統一由廢水處理廠處理後排放至自然水體，不會對當地環境產生影響與衝擊，2021 年排放 181,007 公噸（約 181 百萬公升）廢水，約與 2020 年相當","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
為達成資源回收再利用，我們加強廢棄物管理並著重於廢棄物的減量，有效確實分類、回收、再利用及妥善處理，並持續改善廢棄物儲存、運送及處理與對環境之衝擊。聯發科技嚴格挑選合格廢棄物清理及再利用的合作廠商，並不定期稽核廢棄物清除過程合法性，負起監督之責任。2021 年廢棄物處理回收比率為35% 。此外，我們為竹科第一家與環保局合作設置資源回收機之企業，亦提供相關實績予其他公司觀摩,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]"
士，在定點沿途載送員工,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
聯發科技能資源使用所排放之溫室氣體，排放來源包含外購電力、公用設備、鍋爐、冷卻水塔、冰水主機等，主要排放源為範疇二的外購電力占整體 92.1%。未來將會持續盤查聯發科技所排放的溫室氣體，以掌握對環境所產生的衝擊影響,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
車充電站椅及電動機車換電站,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
聯發科技主要排放源為外購電力，在公司營運規模持續成長的表現下，我們致力提高能源使用效率與規劃再生能源使用，以降低公司營運所產生的溫室氣體排放量。聯發科技 2021 年度主要減量作為包含持續提升資料中心之能效，及完成企業總部照明更新為 LED 等，以提高用電效率,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"此外，公司持續關注包括限制全球溫升 1.5° C  情境的科學基礎減量目標（Science Based Targets, SBT）與全球再生能源倡議 (RE 100) 等各項氣候行動。由於提升再生能源的使用為目前全球企業主要減碳方式之一，且亦是聯發科技減少溫室氣體排放量的必要手段，因此，公司將於兩年內持續規劃再生能源使用目標，以逐步達成企業溫室氣體減量成效","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
競賽並非智在家鄉的終點，推動科學人才培育由知識吸追求系統性、持續性影響力，落地實踐才是,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
件專題，領域跨生活應用、中小在計畫支持下開設科技年獲得落地實踐補助計畫,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
系電商平台，幫助在台越南中，貢寮國小因缺乏資源從是因本計畫支持首次規劃的新住民上架家鄉料理，並透未參與過科展，因入選此計機電整合、物聯網科技課，過串接超商物流系統功能，畫獲得實驗與教學資源，終另有 2 校因此創立相關社團,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
簡化新住民包裹寄件困難，能帶領學生邁入科學實作，金門縣金沙國中首度開設機成功打造在台新住民的交易平台，已協助五位新住民改第一次參賽即獲縣市科展甲等獎，給師生莫大自信,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
器人社團，讓老師可以不擔心經費、不用自掏腰包，在善生計、建立自信，成就臺讓下個世代落隊，啟發更多科技資源的邊陲地帶，讓孩灣社會多元新面貌,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
子 們 都 能 發 展 對 科 技 的 興趣，給未來更寬廣的選擇,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
四年累積報名的隊伍遍及全10 件獲得全國賽獎項,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
"台 305 個鄉鎮，涵蓋全台高贈 書 1,750 冊。 整 體 計 畫 影中 小 科 技 教 師， 並 提 供 校達 82.8% 的鄉鎮市區","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
園實踐開課之多元獎補助資科學專題的第一步,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
前瞻性的創新技術不僅是為了成為產業領導者，我們更積極運用科技創新之核心動能創造社會影響力，藉由跨界整合，由「知識的普及」到「知識與科技的創新應用」，與社會共享科技創新所帶來的好處，讓更多人受惠於科技普及所帶來的機會，驅動更美好的未來,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
幫助下一個世代掌握科技創新的力量，在教育推廣、產業發展、社會人文等領域與社會共創更好的未來,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
身為創新導向的企業，聯發科技選擇從科技人才培育的前端工程著手，為臺灣厚植具備科技應用能力的下一代,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
策略性將落實路徑分為「知識普及」及「知識應用」，透過四個行動主軸 「社會創新」、「科技扎根」、「人才培育」、「公益及社會參與」，不斷深耕臺灣，並提供展現平台讓相關成果落地、發揮影響力,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
藉由「科技課程」、「科學專題」、「應用競賽」三個策略層次，陪伴臺灣的科普教育深耕茁壯,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
投入超過 15 年，支持產學研究計畫，成立創新研究中心，協助超過 500 人攻讀碩博士學位,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0]"
臺灣的產業鏈與教育人才鏈建立發展基礎,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
聯發科技相信透過科技創新應用，能為社會問題身為企業公民，長期關注社會需求，以積極的社共謀解方。每個人都有潛力利用科技創造無限可會參與和公益支持，和社會站在一起,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
能。透過號召社會各界的投入與協助，已達到價會急難伸出援手。聯發科技也鼓勵員工積極參與值共創,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
社會互動，回饋一己之力,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
運用數位科技解決社會問題不是企業的專利，聯發科技相信每個人都有潛力利用數位科技創造無限可能，2018 年發起數位社會創新競賽「智在家鄉」，鼓勵社會大眾為家鄉問題提供解方，並提供賽後兩年的輔導與獎助，支持入圍團隊將提案落地實踐,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
2021 共收到 455 個提案，遍及 22 縣市。雖逢疫情緊繃，參賽件數仍續創新高，也是歷屆涵蓋範圍最多最廣的，離島如金門、馬祖、蘭嶼等都有團隊參賽，觸及的領域更為廣泛，包括運動、醫療、地方創生、生態、教育、環保、社會關懷等,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
導師投入輔導，進行為期兩個月的輔導共創,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
整合雷達衛星對地觀測系統，以及開發災害觀測物聯網與災害觀測 APP 三項系統，蒐集烏來在地地表變化資訊並進行災害潛勢評估。在鄉公所人員的投入下，另結合在地原民部落的傳統災害經驗知識，以及納入在地居民協力進行災害觀測與資訊回報，即時通報警示達到預防性避災的目標。公私協力 (PPP) 的共創合作模式，改變傳統防災方式，對於生命安全保障有顯著貢獻，具創新性與社會影響力,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
"數位科技是提高問題解決效率的工具，「智在家鄉」聯發科技數位社會創新競賽，以「每個人都應該為家鄉做一件事」的初衷為起點，號召社會大眾透過數位科技的創新應用，解決一個家鄉所面對的社會問題。自 2018 創辦以來，四屆共產生 1,556 個改善家鄉的提案。智在家鄉不僅止於一場比賽，為激勵入圍團隊在賽後持續落地實踐自己的提案，更提供賽後兩年的輔導與獎勵資源，其中 15 件在賽後獲得落地支持資源逐步落實，邁向有影響力的社會創新","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]"
社會創新最困難的階段是落地實踐，因此智在家鄉在決賽後二年內持續提供輔導資源及落地執行獎勵，協助入圍團隊將提案落實。有 9 個來自 2019 及 2020 的入圍團隊在 2021 年獲得賽後輔導與補助資源進行延續性的落地實踐,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
色料理，友善在台移工族群線上購物，成功協助一達 60 萬人次，並因同步輔導社區與 NGO 申請政府位南投新住民月銷售額突破 40 萬元,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]"
計畫，進而深入社區行銷，2020 年推出結合 AI、續協助新住民合作開發行銷多元商品，對關懷移工AR、VR 技術，「帶路趣」導覽 APP，已累積嘉義社群和發展新住民經濟力，具有市場利基與社會影番路逐鹿部落、新北貢寮卯澳等 6 個地方秘境場域,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
  思考並審視提案架構，更給予團隊信心前進「聯發科技顧問」提供業師觀點、技術及組織運作建議團隊所看重與需要的資源調查，以便未來資源配置超過 7 成團隊肯定「入圍獎金及經費補助」具有幫助,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
縣 (8 鄉鎮 ) 最高，其次為南投縣 (7 鄉鎮 ),"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
我們從提案、設計、產品到整體在農業中可以扮演的角色,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
商業模式的規劃收穫很多,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
謝智在家鄉提供我們這樣一個實現想法的機會,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
四天師資增能培訓，協助教師「造」出自己的科技「課」,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
整合及物聯網技術，並學習 PBL（問題導向 / 專案導向教儲備新的養分,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0]"
的應用。2021 推動 STEM 相關主計畫包含：學）科技應用課程的教學心法，最後藉由一對一講師諮詢，精進自己的科技應用開課規畫,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
"2021 年度共協助 29 所國中小落地開設科技領域正課或社團，迄今共開 45 個正課班、14 個社團班，涵蓋國中 496 位學生、國小 1,006 位學生，聯發科技教育基金會透過到校交流，了解各校開課情形與第一線的挑戰，給予關心支持","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
追求進入體制的影響力，提高體制內科技課程的開課數，2021 年起推動全新 STEM 造課師計畫，協助國中小於校內開設程式邏輯、機電控制、物聯網相關科技應用課程,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
